Sentence	B	W	A	H	Abs
Jamal Murray was the only Denver player with more than 11 points , as he dropped 20 points on 8 - of - 12 shooting off the bench .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG ADJ-ORDINAL PROPN-GPE NUM-CARDINAL PUNCT-CARDINAL NUM-CARDINAL PUNCT-.
Damjan Rudez had a strong showing in 16 minutes off the bench , scoring 13 points on 4 - 5 shooting , including 3 - 4 from deep , while Grogui Dieng notched a double - double with 10 points and 11 rebounds in 25 minutes , also off the bench .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Devin Booker had a game to forget , amassing just 12 points , one rebound and no assists on 3 - of - 16 shooting .	1	1	0	0	NUM-CARDINAL PROPN-WORK_OF_ART DET-WORK_OF_ART NOUN-ORG NUM-CARDINAL PROPN-ORG PUNCT-.
Rudy Gobert was a presence down low , accumulating 15 points , 20 rebounds and four blocks .	1	1	0	0	DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE PROPN-DATE DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) PUNCT-.
Joe Johnson did not score until the third quarter , hitting a three - pointer to give him 919 consecutive games with a field goal , the longest active streak in the league .	0	1	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
Miles continued his stellar streak of games , putting up 17 points in 35 minutes off the bench .	1	0	1	0	X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-) X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Trevor Ariza led the first unit with 20 points , three rebounds , two assists and four steals .	1	1	0	0	NUM-CARDINAL PUNCT-.
The Nets also out - rebounded the Nuggets 57 - 49 , even furthering their advantage and helping them secure an impressive 28 - point victory on the road .	1	1	0	0	PROPN-PERSON ADP-PERCENT NUM-PERCENT NOUN-PERCENT PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Notching a double - double of his own , Pachulia recorded 14 points ( 6 - 11 FG , 2 - 3 FT ) and 11 rebounds .	1	1	0	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PUNCT-.
Rajon Rondo and Dirk Nowitzki led the team in scoring with 14 points each , but the two shot a combined 11 - of - 31 from the field .	1	1	0	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
The Warriors ( 63 - 14 ) grabbed their 11th straight win and had Stephen Curry on fire with 42 points on 15 - of - 22 shooting including nine three pointers .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Tobias Harris was shifted to the bench for this game and had his best performance of the season , as he accrued 26 points and seven rebounds in the defeat .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Chris Paul supplied a team - high 27 points , while also dishing out a season - best 11 assists and notching six steals for a second consecutive contest .	0	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
However , they also managed an unbelievable 40 assists as a team , a mark that is 15 points over their average of 25 per game and an entire nine assists higher than the Warrior 's league - leading 31 per game .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The veteran drained 13 of those tries on his way to a team - high 32 points .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Both teams play on Wednesday , as the Jazz will host the Denver Nuggets ( 18 - 30 ) , while the Bulls will visit the Sacramento Kings ( 20 - 27 ) .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG PUNCT-.
The Jazz had a patch work starting five , with Derrick Favors missing the game for personal reasons and Trey Burke being replaced in the starting lineup for rookie Dante Exum .	0	1	0	1	X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE X-CARDINAL_COMPARISON PROPN-DATE NOUN-CARDINAL PUNCT-.
Oklahoma_City had appeared to put some of their recent sluggishness behind them by scoring consecutive victories over the Bucks and Clippers , after having lost six of the previous eight contests .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON DET-EVENT PROPN-EVENT NUM-EVENT NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PUNCT-.
Not only did Conley 's 13 points leave him well short of his recent average , but Thursday was the first time since Jan. 25 that the point guard shot under 30 percent from the field and it was his worst shooting performance since Dec. 8 , when he hit just 3 - of - 16 shots from the field overall in a loss to the Jazz .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Enes Kanter also had a great game off the bench , tallying 21 points and eight rebounds on an efficient 7 - of - 8 shooting from the field and from the free - throw line .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
The Atlanta Hawks ( 10 - 6 ) defeated the Boston Celtics ( 4 - 11 ) 109 - 105 Tuesday at Philips_Arena in Atlanta .	1	1	0	0	PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) PROPN-ORG PUNCT-.
Steph Curry was still spectacular though , as he tallied 28 points , seven rebounds and five assists in the loss .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Gasol added nine boards , four assists and a steal to his game - high scoring haul .	1	1	0	0	NUM-CARDINAL PROPN-PERSON ADV-CARDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME PUNCT-.
James finished with 25 points on an efficient 10 - of - 14 shooting from the field to go along with 14 assists and eight rebounds as the Cavaliers walked out of the Target_Center with their second straight victory and their sixth win in their last seven games .	1	0	1	0	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE NUM-CARDINAL NUM-PERCENT NOUN-PERCENT PROPN-PERSON NUM-PERSON PUNCT-.
Allen Crabbe ( 12 points ) and Al-Farouq Aminu ( 10 points ) joined him in tallying double - digit points but went a combined 8 for 23 from the field .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PROPN-ORG ADJ-ORDINAL PROPN-PERSON PUNCT-.
Sacramento ( 8 - 14 ) saw a team - high 28 points and 12 rebounds from All-Star center DeMarcus Cousins .	1	1	0	0	PROPN-ORG PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Big man Alex Len , meanwhile , had a 14 - point , 13 - rebound double - double to go along with five blocks .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Monday 's performance was yet another example , as while Thomas managed to score 25 points , he did so on 7 - of - 23 shooting from the field , which is the sixth time in the last nine games that Thomas has shot under 40 percent from the field .	1	0	1	0	DET-ORG PROPN-ORG NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Emmanuel Mudiay flirted with a triple - double in the victory , accumulating 10 points , eight rebounds and eight assists .	1	1	0	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
If that doesn ’ t make it hard enough , their 3 - 33 record does .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Minnesota finally closed things out for the first time all year , as they finished the game on a 11 - 4 run to cap off their first win within four points .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Jae Crowder continued to round back into form with 15 points , five rebounds and an assist .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PUNCT-.
Miles turned a couple good shooting performances off the bench into a move into the starting lineup Friday , but after just 13 minutes of action , Miles suffered a bruised knee and was removed from the game .	0	1	0	0	PROPN-GPE PROPN-PERSON PUNCT-.
Starting center Nikola Vucevic posted his second consecutive double - double , putting up 23 points and 12 rebounds in the Magic 's second loss in as many games .	1	0	1	0	PROPN-ORG PROPN-PERSON PROPN-ORG NUM-CARDINAL PROPN-ORG NUM-CARDINAL PUNCT-.
Temple was a bit more understated than in recent games , but still pitched in nine points , three assists , a rebound , two steals and a block .	1	0	1	0	PROPN-PERSON PUNCT-.
The five - game span started with the re - injuring of Anthony Davis ' shoulder , and he remains out without a firm timetable for his return .	0	0	1	0	PROPN-ORG PROPN-PERSON PROPN-ORG PROPN-PRODUCT PUNCT-.
The 24 - year - old tallied a game - high 25 points and added five rebounds , five assists and two steals , the fourth time in the last five games he 's scored 20 or more points .	1	1	1	0	PROPN-PERSON PUNCT-.
Despite one of Chris Paul ’ s worst shooting games as a professional — 3 - 18 , including 0 - 4 from three - point land — the Clippers held on and extended their winning streak to five games .	1	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PROPN-ORG X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
There is no doubt Giannis Antetokounmpo is having an All-Star season with the numbers he has been producing , as Monday 's 22 - point , 11 - rebound performance was his eighth double - double of the season and brought his season averages to 22 points , 9 rebounds and 6 assists per game .	1	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
Russell Westbrook was again an absolute animal in this game .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON ADJ-DATE NUM-DATE PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON DET-DATE ADJ-DATE NOUN-DATE ADP-DATE DET-DATE NOUN-DATE PUNCT-.
Oklahoma_City once seemed to be a near lock for the eighth seed in the West , but a four - game slide has sent the Thunder tumbling out of the playoff standings .	0	0	1	0	DET-DATE ADJ-DATE NOUN-DATE PROPN-GPE PROPN-DATE NOUN-leg PROPN-ORG PUNCT-.
Pascal Siakam totaled a career - high 14 points and complemented them with three rebounds , two blocks and a steal .	1	0	1	0	PROPN-ORG ADJ-ORDINAL PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
He also chipped in eight rebounds , in what was arguably one of his best games of the year .	1	0	1	0	NOUN-DATE PROPN-DATE PUNCT-.
San_Antonio has been trying to navigate one of the more treacherous parts of their schedule while resting players nightly to try and make sure they 're healthy when the real games begin in the playoffs .	0	0	1	0	NUM-DATE NOUN-DATE PROPN-PERSON PROPN-DATE DET-TIME ADJ-TIME NUM-TIME NOUN-TIME PUNCT-.
This marks San_Antonio 's fifth wire - to - wire win of the season as well , which is a great feat on its own .	0	0	1	0	PROPN-ORG NUM-TIME NOUN-TIME DET-TIME ADJ-TIME NOUN-TIME PROPN-PERSON PROPN-DATE PROPN-ORG PART-ORG NUM-CARDINAL PUNCT-.
The 37 - year - old German has combined for 44 points and 13 rebounds over the last two games and is a big reason for the Mavericks continued success this season .	1	0	1	1	PROPN-PERSON ADJ-ORDINAL PUNCT-.
He 's had a very strong week , averaging 25 points and eight rebounds per game over his last four games .	0	0	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE ADP-DATE DET-DATE NOUN-DATE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
Kobe Bryant had a dubious triple - double to encore the 31 - point , 11 - rebound and 12 - assist line he put up Sunday .	1	1	0	0	PROPN-PERSON NOUN-PERSON PROPN-PERSON VERB-PERSON DET-TIME NOUN-TIME PUNCT-.
Portland ( 13 - 19 ) is in the midst of a midseason crisis , as the team has now gone just 1 - 9 in its last ten games .	1	0	1	0	PROPN-GPE DET-ORG PROPN-ORG NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Kings ( 10 - 17 ) checked in to the contest short - handed , as both Rudy Gay ( hip ) and Omri Casspi ( illness ) were sidelined .	1	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE ADJ-DATE PUNCT-DATE NOUN-DATE PROPN-ORG X-CARDINAL_COMPARISON PROPN-FAC ADJ-DATE NUM-DATE PUNCT-.
The Jazz were eliminated from the playoffs just before tip - off when the Houston Rockets beat the Sacramento Kings , the fourth consecutive season Utah has missed the playoffs .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NOUN-ORG PROPN-DATE DET-ORG PROPN-ORG PUNCT-.
Emmanuel Mudiay returned for this game after dealing with an ankle injury for some time and played an astounding 39 minutes , totaling 11 points , six assists and four rebounds .	1	1	0	0	PROPN-PERSON PART-PERSON NOUN-PERSON PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
That 's been the problem with this team all year and they 'll need to fix that if they want to dig out of this deep hole they are digging themselves .	0	0	1	0	PROPN-ORG ADJ-ORDINAL NUM-CARDINAL PUNCT-.
However , they could n't truly contain Russell Westbrook , who may not have tallied one of his trademark triple - double , but who still went for a game - high 45 points , a total he supplemented with eight rebounds , three assists and two steals .	1	1	0	0	ADV-PERCENT NUM-PERCENT NOUN-PERCENT X-CARDINAL_COMPARISON PROPN-ORG ADJ-DATE PROPN-DATE PROPN-PERSON PUNCT-.
The Bucks ( 32 - 34 ) snapped a six - game winning streak with this loss , as they simply could n't match the energy of this hungry Grizzlies team .	1	1	1	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL PROPN-ORG NUM-CARDINAL PUNCT-.
Rudy Gay and Darren Collison did everything they could to get the win .	0	1	0	0	DET-PERSON PROPN-PERSON X-CARDINAL_COMPARISON PROPN-PERSON PART-PERSON NOUN-PERSON PROPN-PERSON PUNCT-.
Derrick Rose finished the game with 10 points , two rebounds and three assists before leaving early due to back spasms .	1	1	0	0	DET-DATE NOUN-DATE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-PERSON ADV-ORDINAL PROPN-ORG PUNCT-.
Luis Scola became the latest power forward to have a productive game against the Celtics ' vulernable frontcourt , posting 17 points , three rebounds and a steal .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Similiar to last year when Aldridge was out , Dorell Wright stepped into the starting lineup .	0	1	1	0	PROPN-PERSON ADJ-ORDINAL PUNCT-.
Paul finished with a season - high 36 points while Lillard had one of his most frustrating outings of the season .	0	0	1	0	PROPN-PERSON PROPN-DATE PROPN-ORG PROPN-PERSON PUNCT-.
Backup center Ian Mahinmi left after suffering a sprained ankle and did not return .	0	1	0	0	DET-ORG PROPN-ORG NOUN-ORG X-CARDINAL_COMPARISON PROPN-DATE PROPN-PERSON PUNCT-.
While his double - double streak ended at four outings , he still managed to tally eight points , eight rebounds , one block , and one assist .	1	0	1	0	DET-PRODUCT PROPN-PRODUCT X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-PERSON PROPN-GPE PROPN-NORP PROPN-DATE PROPN-PERSON PROPN-Fournier PUNCT-.
After struggling with his shot during Saturday 's game against the Mavericks , Curry got back on track Sunday and hit at least five three - point shots , something he 's done in six out of his last eight games .	1	1	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NOUN-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON NOUN-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON NOUN-PERSON ADV-ORDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Rajon Rondo also sat out Wednesday 's game , resting an Achilles injury .	0	1	0	0	PROPN-PERSON PROPN-GPE NUM-CARDINAL PUNCT-.
The Celtics ( 6 - 11 ) sent the Lakers ( 5 - 15 ) to their second straight loss with a 113 - 96 victory in Boston on Friday night .	1	0	1	0	ADJ-ORDINAL NUM-CARDINAL ADJ-ORDINAL PUNCT-.
The 16 points and 12 rebounds for Rondo marked his second double - double in a Chicago uniform .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Houston has now won both games against Oklahoma_City this season , although Thursday 's contest was drastically different than the 69 - 65 game in November where both teams shot under 30 % from the floor .	0	1	1	0	PROPN-PERSON PUNCT-.
Serge Ibaka finished with his first double - double of the year , going for 25 points and 11 rebounds .	1	0	1	0	NOUN-ORG PROPN-PERSON X-CARDINAL_COMPARISON PUNCT-.
Hayward left the game mid way through the fourth with knee soreness and did not return .	0	1	0	0	PROPN-GPE PROPN-DATE NUM-CARDINAL ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Utah has been experiencing a fair share of injury troubles as well , with both Trevor Booker ( concussion ) and Derrick Favors ( back ) , sidelined on Saturday .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-DATE NUM-CARDINAL PROPN-DATE PROPN-PERSON PUNCT-.
LaMarcus Aldridge returned from his heart condition to accrue 19 points , seven rebounds and four assists .	1	0	1	0	X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PROPN-DATE X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Miami has lost four of their last six games as they struggle to overcome the absence of Chris Bosh .	0	0	1	0	X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
In the 19 games where Wall has recorded at least 13 assists this season , Washington is 15 - 4 , with three of those losses - - against the Grizzlies , Thunder and Spurs - - coming in the first 18 games of the regular season .	0	0	1	0	PROPN-ORG NUM-PERCENT NOUN-PERCENT PROPN-ORG NUM-PERCENT NOUN-PERCENT PROPN-PERSON PUNCT-.
Denver has won four in a row .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADV-ORDINAL NUM-CARDINAL PUNCT-.
Derrick Favors played after missing the previous game due to personal reasons .	0	0	1	0	PROPN-ORG PROPN-DATE DET-ORG PROPN-ORG PROPN-NORP PUNCT-.
Davis recorded his fifth double - double of his last six games , a six - game stretch where he 's averaged 31 points , 11 rebounds and 5 blocks .	0	0	1	0	PROPN-PERSON PROPN-DATE PROPN-PERSON PUNCT-.
Rondo finished with four points and two assists , far below his season averages .	1	0	1	0	PROPN-PERSON DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
There were n't many other highlights from what turned out to be a disappointing performance from Sacramento , but rookie big man Skal Labissiere continues to show his potential , as he recorded an efficient 15 points on 7 - of - 10 shooting from the field in 15 minutes off the bench Wednesday .	1	1	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-PERSON PROPN-PERSON ADJ-ORDINAL PROPN-PERSON ADV-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Jimmy Butler led the Bulls to the win with Derrick Rose ( ankle ) out of the lineup once again .	0	1	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Without Isaiah Thomas , Phil Pressey recorded his third career double - double with 10 points and 10 assists .	1	0	1	0	PROPN-PERSON PUNCT-.
Richard Hollis-Jefferson could only muster two points in his second career start , while Joe Johnson continued his season - long struggles with only eight points on 3 - for - 10 shooting from the field .	1	0	1	0	PROPN-GPE PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE NUM-TIME NOUN-TIME PROPN-DATE PUNCT-.
Russell Westbrook left the game in the first quarter with a broken right hand and did not return to the game .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG PUNCT-.
David Lee returned to the court Wednesday , but was going to be used in a limited bench role , as he just came off a hamstring injury .	0	1	0	1	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON ADJ-DATE NUM-DATE NUM-CARDINAL PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
The Clippers will host the Hawks on Wednesday , while the Jazz will host the Trail_Blazers .	0	0	1	0	PROPN-PERSON NOUN-PERSON PUNCT-.
Still , Westbrook kept his streak of 40 - point games alive with his third straight 40 - point outing .	1	0	1	0	PROPN-GPE NUM-DATE ADP-DATE DET-DATE NOUN-DATE PUNCT-.
The Sixers ( 22 - 38 ) just learned that they lost Joel Embiid ( knee ) for the season and games like this could be a sign of things to come .	1	0	1	1	NUM-CARDINAL PROPN-PERSON ADP-CARDINAL ADV-CARDINAL NUM-CARDINAL DET-DATE NOUN-DATE PROPN-GPE X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
The Heat ( 25 - 32 ) entered the All-Star break as one of the league 's hottest teams , having won 14 of their last 16 games .	1	0	1	0	PROPN-GPE NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL DET-FAC PROPN-FAC X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
New_Orleans was coming off a 117 - 97 loss to the Denver Nuggets on Friday , but they finished their three - game road trip with a win to give them two of out three on the trip .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Devin Booker seems to really like playing in Mexico_City , as he followed his 39 - point performance on Thursday , with another 39 points on Saturday , to lead his squad past the Spurs .	1	1	1	0	PROPN-GPE PROPN-PERSON PROPN-DATE PUNCT-.
Denver started off the season jittery as a June bug , losing six of their first seven games , but over their last five games , they 've stolen four wins .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL PUNCT-.
Bench veteran Jason Terry was among the biggest offenders , shooting just 2 - for - 9 on the night .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE NUM-CARDINAL PUNCT-.
Metta World_Peace was ejected quickly after checking into the game for arguing calls with the ref , and D ’ Angelo Russell left the game with a bruised left shin .	0	1	0	0	PROPN-GPE NUM-CARDINAL CCONJ-CARDINAL DET-CARDINAL NOUN-CARDINAL PROPN-GPE DET-DATE NOUN-DATE PROPN-DATE NUM-PERCENT NOUN-PERCENT PUNCT-.
Derrick Rose continues to improve in this offense , as he tallied 20 points , five rebounds and six assists on 9 - of - 14 shooting .	1	0	1	0	NUM-CARDINAL PROPN-ORG ADJ-ORDINAL PROPN-GPE PUNCT-.
It was Favors ' first start after having missed 16 games with a back injury , given that he 'd come off the bench in the first pair of contests since his return .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE ADJ-ORDINAL X-CARDINAL_COMPARISON PROPN-GPE PROPN-TIME NOUN-TIME PUNCT-.
Marcus Smart was back in the line up for Boston , after missing 18 games with a knee injury .	0	0	1	0	PROPN-PERSON PROPN-DATE PROPN-PERSON PUNCT-.
Karl-Anthony Towns also continues to impress in his rookie campaign , as he recorded his second straight double - double , finishing with 17 points and 12 rebounds in 32 minutes .	1	0	1	0	PROPN-PERSON PROPN-DATE PROPN-ORG PROPN-PERSON PROPN-DATE ADV-CARDINAL NUM-CARDINAL PROPN-PERSON PART-PERSON NUM-CARDINAL PROPN-PERSON ADJ-DATE NUM-DATE PUNCT-.
The Magic have a quick turnaround , as they play the Portland Trail_Blazers on Saturday in their next game .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
The Kings ( 21 - 32 ) came into Wednesday 's contest with a plethora of injuries , missing the likes of Rudy Gay ( Achilles ) , Omri Casspi ( foot ) and Garrett Temple ( hamstring ) .	1	0	1	0	PROPN-PERSON PUNCT-.
He missed Wednesday 's game with a thumb injury , so the Nuggets decided to bring him off the bench in his return .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
DeMarre Carroll was back in the starting lineup after coming off the bench in his first game back from injury .	0	0	1	0	ADJ-DATE NOUN-DATE PROPN-PERSON PUNCT-.
Augustin logged another start in place of Elfrid Payton and was second to Ibaka on the starting five with 12 points , three rebounds and three assists .	1	1	0	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL PUNCT-.
The superstar had a career year in 2013 - 14 when Paul missed time due to injury , finishing third in MVP voting .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Knicks were without the services of Carmelo Anthony , Amar ' e Stoudemire , and Andrea Bargnani due to injury .	0	1	0	1	PROPN-PERSON PUNCT-.
Steph Curry continued to make his case for MVP with a 25 point outing in which he hit six three - pointers .	1	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON ADJ-hungry PROPN-GPE PUNCT-.
After shooting only 27 percent ( 3 - 11 FG ) against the Magic last Sunday , it was good to see him with a bounce back game .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
The Clippers ( 4 - 1 ) struggled for the second straight game , with one notable exception .	1	1	1	0	DET-DATE NOUN-DATE X-CARDINAL_COMPARISON NOUN-hole X-CARDINAL_COMPARISON PUNCT-.
Despite being available off the bench , Quincy Acy ( wrist ) was held out of action , and Amar ' e Stoudemire started in his place , producing six points and 12 rebounds in 28 minutes .	1	1	0	1	PROPN-GPE X-CARDINAL_COMPARISON PUNCT-.
O'Bryant earned the start with Larry Sanders sitting out with a one - game suspension , and with Jabari Parker ( knee ) recently ruled out for the season following a the suffering of a torn ACL in Monday 's win over the Phoenix Suns .	0	1	1	0	PROPN-PERSON NUM-TIME NOUN-TIME NUM-CARDINAL PUNCT-.
Sacramento ( 31 - 49 ) is surprisingly having a bit of a late - season renaissance , as the team is now 5 - 6 in its last 11 games .	1	0	1	0	DET-FAC PROPN-FAC DET-FAC PROPN-FAC DET-DATE ADJ-DATE NOUN-DATE PROPN-GPE PUNCT-.
Sacramento broke their two - game losing streak with the win .	0	0	1	0	NOUN-PERSON X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-PERSON PUNCT-.
Derrick Favors was unable to play after injuring his back the night before .	1	0	1	1	PROPN-GPE X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Bucks have now won two in a row and improve to 16 - 9 at home .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-DATE PUNCT-.
Timofey Mozgov continued his strong play , recording his second double - double in a row .	0	0	1	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Carmelo Anthony rested after playing 42 minutes the previous night , Jose Calderon did n't play after suffering a knee contusion Friday and Amar ' e Stoudemire played after resting one game .	1	0	1	1	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE PROPN-NORP NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-PERCENT NUM-PERCENT DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PROPN-GPE DET-DATE NOUN-DATE PUNCT-.
