Sentence	B	W	A	H	Abs
Manager Dusty Baker , Joey Votto and trainer Mark Mann carried him off .	0	1	0	0	
He made it to first safely , then fell over clutching his upper right leg .	0	1	0	0	
About a quarter of the way there , he pulled up and limped across the bag .	0	1	0	0	
He led off the third inning by bunting toward third .	0	1	0	0	
The Reds ( 46 - 50 ) lost leadoff hitter Jerry Hairston , who had to be carried off the field after straining his right hamstring running out a bunt single .	1	1	0	0	
On Tuesday , he pitched six solid innings to beat the Rockies 7 - 3 .	1	1	0	0	
In his second start since being traded from Cleveland to Milwaukee , Sabathia pitched an eight - hitter , his fourth complete game of the season and 20th of his career .	1	0	1	0	
Hall tagged up on the play and beat the throw home .	0	1	0	0	
Francisco Cordero replaced Weathers to face Counsell who hit a fly ball to right fielder Jay Bruce on the first pitch .	0	1	0	0	
Jason Kendall was walked intentionally .	0	1	0	0	
Hall alertly took off for third and beat the throw .	0	1	0	0	
Mike Cameron dropped down a bunt in front of the plate that Weathers grabbed and threw wildly to first .	0	1	0	0	
Bill Hall led off the bottom of the ninth with a single off David Weathers ( 2 - 5 ) .	1	1	0	0	
The game was tied at 2 in the ninth when pinch-hitter Craig Counsell hit a game-winning sacrifice fly to help the Brewers avoid being a three - game sweep to end the first half of the season .	0	1	1	0	
The Brewers ( 52 - 43 ) head into the All-Star break in third place NL Central , five games behind Chicago and a half-game behind St. Louis .	1	0	1	0	
He beat them 6 - 0 on June 27 at Progressive Field .	0	0	1	0	
Sabathia improved to 4 - 0 in nine starts against Cincinnati .	0	0	1	0	
Dunn said that even though the Reds had faced Sabathia in the past , it did n't make batting against him any easier .	0	1	0	0	
Sabathia ended up throwing 122 pitches , 82 for strikes .	1	0	0	0	
Manager Ned Yost left Sabathia in for the ninth despite his high pitch count .	0	1	0	0	
He struck out the side in the ninth .	0	1	0	0	
After allowing run-scoring sacrifice flies to David Ross in the second and Adam Dunn in the third , Sabathia ( 2 - 0 ) shut down Cincinnati , striking out nine batters , all from the fourth inning on .	1	1	0	0	
Sabathia became the first pitcher to hit home runs in both leagues in one season since Earl Wilson did it in 1970 for Detroit and San Diego , according to the Elias Sports Bureau .	0	0	1	0	
Sabathia went deep off Reds starter Homer Bailey in the third , his third career home run and second this season .	0	1	1	0	
Sabathia homered in his first National League complete game to help Milwaukee avoid a sweep with a 3 - 2 victory over the Cincinnati Reds on Sunday .	1	1	1	0	
MILWAUKEE ( AP ) -- CC Sabathia 's first week with the Milwaukee Brewers can be summed up with one key stat : Two starts , two wins .	0	0	1	0	
Outfielder Soriano ( broken hand ) , who was voted to the starting lineup , will miss the game because of a broken hand .	0	0	1	0	
Before this year , the most All-Stars for the Cubs was six in 1936 and 1988 .	0	0	1	0	
Chicago tied the NL record , becoming the fourth team to send eight players to the game .	0	0	1	0	
Before the game , Carlos Marmol became the eighth Cubs player on the NL All-Star team when the reliever was selected to replace injured teammate Kerry Wood .	0	0	1	0	
He struck out six and walked two .	1	0	0	0	
Dempster ( 10 - 4 ) allowed four runs and seven hits in 6 2/3 innings .	1	0	0	0	
Durham added a two - out , two - run single later in the inning to give the Giants a 3 - 0 lead .	1	1	0	0	
Lincecum 's drive rolled all the way to the wall , easily scoring Vizquel .	0	1	0	0	
Lincecum followed with a hard liner to right fielder Mark DeRosa , who charged the ball but could n't get in front of it .	0	1	0	0	
With one out , Omar Vizquel broke an 0 - for - 11 skid with a single to center and stole second .	1	0	0	0	
The NL Central-leading Cubs finished a 4 - 2 homestand and head into the All-Star break with a 37 - 12 record at Wrigley Field , despite injuries to key players like Alfonso Soriano and Carlos Zambrano .   Let 's hope we do just as well or better in the second half and we will just be fine . '' The bottom of the Giants order hurt Dempster in the third inning .	1	0	1	0	
The closer yielded an RBI single to fellow All-Star Geovany Soto but bounced back to strike out pinch-hitter Daryle Ward and coax Ryan Theriot into a game-ending groundout with a runner on third .	0	1	0	0	
Brian Wilson survived a shaky ninth inning to record his National League-leading 25th save .	1	1	1	0	
Ray Durham hit a two - run single in the third and Fred Lewis tripled in a run in the seventh for San Francisco , which ended a six - game losing streak .	1	0	1	0	
The 24-year-old right-hander struck out nine , allowed one runs and six hits and also drove in a run with his first career triple .	1	0	1	0	
Dempster ( 10 - 4 ) , one of eight Cubs selected for Tuesday 's game at Yankee Stadium , entered with a 10 - 0 record in 11 home starts this season , but was overshadowed by another brilliant start by Lincecum ( 11 - 2 ) .	1	1	1	0	
Lincecum tossed eight strong innings in a matchup of All-Star pitchers , handing Dempster his first home loss and leading the San Francisco Giants to a 4 - 2 victory over the Chicago Cubs on Sunday .	1	1	0	0	
CHICAGO ( AP ) -- Tim Lincecum was the first pitcher to upstage Ryan Dempster at Wrigley Field this season .	0	0	1	0	
Kazmir , one of Tampa Bay 's three All-Stars , gave up five runs and eight hits over six innings , dropping to 1 - 4 in his last seven starts since June 11 following a six - game winning streak .	1	0	1	0	
In his first 196 innings in the majors , the first-round pick in the 2004 draft had only 53 walks and 77 strikeouts .	0	0	1	0	
The left-hander gave up three hits and two runs over four innings , setting career highs of seven walks and eight strikeouts .	1	0	1	0	
Sowers had the oddest outing of his young career .	0	0	1	0	
Andy Marte made it 5 - 2 with a leadoff homer in the sixth .	1	1	0	0	
All-Star Grady Sizemore opened the Indians ' fifth with a walk and scored on Peralta 's two - out homer , the shortstop 's 16th of the season and fourth in seven games .	1	1	1	0	
Peralta drove in Carroll with a sacrifice fly .	0	1	0	0	
Franklin Gutierrez singled off Longoria 's glove at third , took third on Jamey Carroll 's one - out single , and scored on Ben Francisco 's base hit to right .	1	0	0	0	
Riggans ' RBI single in the third made it 2 - 0 but Cleveland tied it in the bottom half .	1	1	0	0	
Sowers fanned Ben Zobrist , then walked both Gabe Gross and Akinori Iwamura to force in a run .	0	1	0	0	
After Gomes stole third and Riggans also walked , Wedge questioned Danley 's strike zone , too , and was tossed for the third time this season .	0	1	1	0	
Wedge yelled from the dugout in protest .	0	1	0	0	
With an 0 - 2 count on Shawn Riggans , Gomes broke for second as Sowers threw to first and Danley ruled the left-hander balked .	0	1	0	0	
After fanning All-Star Evan Longoria , Sowers walked Jonny Gomes .	0	1	0	0	
Sowers walked four , committed a balk , and struck out the side during a strange 41-pitch inning that included Indians manager Eric Wedge 's ejection by plate umpire Kerwin Danley .	0	1	0	0	
Tampa Bay took a 1 - 0 lead in the second despite not putting a ball in play .	1	1	0	0	
After Sowers issued a pair of one - out walks in the fourth , he struck out B. J. Upton and Carlos Pena to start a string of the final 17 Tampa Bay batters going down in order .	0	1	0	0	
Tom Mastny ( 1 - 2 ) pitched two perfect innings to earn the win and Masa Kobayashi , the Indians ' fifth pitcher , worked the ninth for his fifth save .	1	1	0	0	
Peralta 's two - run homer off Kazmir ( 7 - 5 ) in the fifth gave Cleveland a 4 - 2 lead .	1	1	0	0	
The Rays , who fell a half-game behind Boston for the division lead , went hitless after the third inning against Indians starter Jeremy Sowers and four relievers .	0	1	1	0	
The Rays have not won in Cleveland since Sept. 29 , 2005 , and dropped 18 of the last 20 meetings overall .	0	0	1	0	
The Indians entered the series having lost 10 straight , their worst streak since 1979 , but outscored the Rays 31 - 8 to extend their home winning streak over Tampa Bay to 13 .	0	0	1	0	
They had won seven in a row to open a five - game lead last Monday .	0	0	1	0	
The Rays ' skid is their longest since an eight - game losing streak last July .	0	0	1	0	
Jhonny Peralta drove in three runs and the Cleveland Indians beat Scott Kazmir and Tampa Bay 5 - 2 Sunday , handing the Rays their season- worst seventh straight loss and dropping them out of first in the AL East .	1	1	1	0	
The Rays hope to rest , regroup , then resume baseball 's feel-good story after finishing the first half on a sour note .	0	0	1	0	
CLEVELAND ( AP ) -- The All-Star break could n't come at a better time for the Tampa Bay Rays .	0	0	1	0	
Hurdle came out to question whether Easley was pulled off the bag , which would have allowed a run to score , but umpire Chuck Meriwether promptly sent the manager back to the dugout with little argument .	0	1	0	0	
Easley had trouble fielding the low throw but still got it to Delgado at first in time for the out .	0	1	0	0	
Garrett Atkins dribbled a grounder to third baseman Wright , who threw to Damion Easley at second to start a double play .	0	1	0	0	
Colorado 's best chance to score came in the fourth when Matt Holliday and Brad Hawpe hit consecutive one - out singles .	0	1	0	0	
The 1998 Marlins were 32 - 55 at the break and the ' 79 Dodgers were 36 - 57 .	0	0	1	0	
It 's the third-worst record at the All-Star break for a team coming off a World Series appearance in a non-strike year , according to the Elias Sports Bureau .	0	0	1	0	
Carlos Delgado added a two - run homer in the fifth , but by then the Rockies were already on their way to finishing the first half 39 - 57 .	1	1	0	0	
Jose Reyes added a run-scoring single in the second and Evans a sacrifice fly in the fourth , driving Redman from the game after five runs and eight hits in 3 1/3 innings .	1	0	0	0	
Nick Evans got aboard with a one - out base hit , David Wright followed with a walk and Beltran drove a 1 - 2 pitch an estimated 415 feet to left field for a 3 - 0 lead in the first .	1	1	0	0	
Making his third start since replacing the injured Jeff Francis in the rotation , Mark Redman ( 2 - 5 ) ran into trouble from the start .	1	1	1	0	
They 've lost four straight and 11 of 13 on the road .	0	0	1	0	
While the Mets sure seem as if they 'd rather be playing Monday , the Rockies looked as if they were already on a break .	0	1	0	0	
Still , the seven hits by Colorado snapped New York 's string of allowing three or fewer in a record five straight games .	0	1	1	0	
Joe Smith worked the ninth to run the streak of scoreless innings by Mets relievers to 19 1/3 .	0	0	1	0	
But with the crowd chanting his name , Pelfrey got Scott Podsednik to pop out to third base .	0	1	0	0	
The big right-hander began laboring in the eighth , though , putting runners on first and second with two outs .	0	1	0	0	
Mixing a four - seam fastball with a sharp sinker , Pelfrey ( 8 - 6 ) allowed only six hits and did n't walk a batter for the second consecutive game .	1	1	1	0	
The Mets have allowed just four runs over their last six games , capped by Pelfrey 's sixth straight win and second straight shutout .	0	0	1	0	
A big reason is pitching .	0	0	1	0	
New York 's nine - game run is its best since April 16 - 25 , 2000 .	0	0	1	0	
But after a tumultuous first half that included Manuel replacing the fired Willie Randolph , they 'll resume play Thursday at Cincinnati trailing division-leading Philadelphia by just a half-game .	0	0	1	0	
The Mets were 5½ games back in the NL East on July 4 .	0	0	1	0	
Care to reconsider ?	0	1	0	0	
Then Carlos Beltran hit a three - run homer Sunday night , Mike Pelfrey dominated over eight innings and New York pounded the Colorado Rockies 7 - 0 for a ninth straight win .	1	1	1	0	
A chance to rest a tired bullpen and maybe get some banged up guys back .	0	1	0	0	
NEW YORK ( AP ) -- Jerry Manuel insisted that the All-Star break was coming at a good time for the Mets .	0	1	0	0	
Joel Zumaya worked the eighth and Todd Jones got three outs for his 17th save in 19 tries .	1	0	1	0	
Harris has five RBIs in the last two games .	0	0	1	0	
Mauer scored on Verlander 's wild pitch and Brendan Harris singled in Morneau to tie it at 2 .	0	1	0	0	
Joe Mauer grounded into a fielder 's choice but Morneau doubled to put runners on second and third .	0	1	0	0	
The Twins did n't have a hit until Alexi Casilla led off the fourth with a single .	0	1	0	0	
After Morneau and manager Ron Gardenhire argued , all four umpires conferred , but the call stood even though replays showed Morneau was still touching the base when he caught the throw .   He did n't throw the next pitch over the fence . '' Blackburn ( 7 - 5 ) allowed three runs , two earned , and five hits in seven innings .	1	0	0	0	
Thames hit a one - out grounder to third baseman Brian Buscher , and first base umpire Jim Wolf ruled Buscher 's throw pulled Justin Morneau off the bag .	0	1	0	0	
Thomas ' second-inning drive off Nick Blackburn ( 7 - 5 ) gave the Tigers a 2 - 0 lead and came after a disputed call allowed Marcus Thames to reach .	1	1	0	0	
Miguel Cabrera put Detroit ahead 3 - 2 with a run-scoring groundout in the fifth and Matt Joyce hit his ninth homer in the eighth .	1	1	1	0	
Clete Thomas hit his first major league homer for the Tigers , who had lost 10 of their last 12 games to the Twins .	0	0	1	0	
He has n't allowed more than two earned runs during his unbeaten streak , lowering his ERA from 5.05 to 4.15 .	0	0	1	0	
Verlander ( 7 - 9 ) allowed two runs and four hits , struck out eight and walked two .	1	0	0	0	
Manager Jim Leyland had avoided calling the game a must-win for the Tigers , and stuck with that line of thought after the victory .	0	1	0	0	
Verlander tossed seven sharp innings and the Detroit Tigers beat the Minnesota Twins 4 - 2 Sunday , denying their AL Central rivals a four - game sweep in the final series before the All-Star break .	1	1	1	0	
DETROIT ( AP ) -- Justin Verlander knew it was a big game , and he was n't about to let his teammates down .	0	1	0	0	
Uribe 's ball hit on top of the 14-foot wall in left field , bounced straight up and then fell back into play .	0	1	0	0	
Chicago 's Juan Uribe , playing for resting All-Star third baseman Joe Crede , tripled and scored on Orlando Cabrera 's single in the second .	1	1	0	0	
Dye walked and scored on a grounder to make it 3 - 0 .	1	0	0	0	
After a quick groundout and an infield single on the first two pitches by rookie left-hander Matt Harrison , Quentin hit his 21st homer .	0	1	1	0	
Jamey Wright ( 6 - 4 ) , the third of five Rangers pitchers , allowed a run over 1 2/3 innings .	1	1	0	0	
Ramirez 's third run-scoring hit was an RBI single in the eighth that pushed Texas ahead 12 - 8 , which was just enough .	1	1	0	0	
Young also hit in 23 straight earlier this season , longest in the majors until Kinsler passed him .	0	0	1	0	
Adam Russell hit Kinsler , an AL reserve for his first All-Star appearance , with a pitch to load the bases before Young 's two - run single extended his hitting streak .	0	1	1	0	
Boone Logan ( 2 - 2 ) had him picked off but Murphy took off for second and reached third on first baseman Konerko 's wild throw into the outfield .	1	0	0	0	
David Murphy led off Texas ' big seventh with a single .	0	1	0	0	
Some fans chanted  M-V-P ! , M-V-P ! '' when Kinsler came to the plate later in the game .	0	1	0	0	
The AL 's leading hitter ( .337 ) had doubles in each of the first two innings , increasing his majors-leading total to 34 .	0	1	1	0	
That hit for Kinsler , already his third in the game , put the Rangers up 7 - 5 .	1	1	0	0	
But Bradley led off the bottom of the third with a homer that ricocheted off the pole down the right-field line before RBI singles by Max Ramirez and Kinsler .	0	1	0	0	
His RBI double in the third put Chicago ahead 5 - 4 .	1	1	0	0	
Thome had two doubles and has reached base in 28 straight games against Texas -- 16 - for - 27 over the last nine .	1	0	1	0	
Josh Hamilton , leading the majors with 95 RBIs and voted an All-Star starter , was 0 - for - 4 and saw the end of his streak of eight straight games driving in a run , the last five being multi-RBI games .	1	0	1	0	
Chicago scored three times in the ninth against closer C. J. Wilson before Jim Thome and Paul Konerko both took called third strikes to end the game .	1	1	0	0	
All-Star outfielder Carlos Quentin also homered .	1	0	0	0	
Jermaine Dye went 4 - for - 5 , with a homer in the eighth and a two - run single in the ninth , and five other White Sox players had three hits .	1	1	0	0	
Marlon Byrd hit a tiebreaking RBI double in the seventh that finally put Texas ahead to stay .	0	1	0	0	
Texas countered with 17 hits .	1	0	0	0	
Things did n't look so bad in the Rangers clubhouse , even though the 22 hits were the most they 've ever allowed in a victory .	0	1	1	0	
And that still was n't enough .	0	1	0	0	
Fukudome 's two - run single came during a five - run fifth against reliever Jason Davis .	1	0	0	0	
Aramis Ramirez homered and drove in three runs and the Cubs improved baseball 's best record by again beating the team they torment the most , defeating the Pittsburgh Pirates 12 - 3 Monday night .	1	1	1	0	
Mike Napoli hit his 14th homer on Braden 's first pitch of the sixth .	0	1	1	0	
Rookie Greg Smith , Tuesday night 's scheduled starter , has 14 of them .	0	0	1	0	
Chris Iannetta , Garrett Atkins and Troy Tulowitzki drove in two runs each to lead surging Colorado to its ninth win in 11 games .	1	0	1	0	
The Royals threatened in the ninth with singles by Billy Butler and Olivo , who had three hits .	1	1	0	0	
He added a second in the seventh inning and has 14 on the season .	1	0	1	0	
Manuel Corpas pitched a scoreless eighth and Brian Fuentes pitched a perfect ninth for his 26th save in 30 chances .	1	1	1	0	
He was on the disabled list from July 2 to Aug. 6 because of inflammation in his left shoulder .	0	0	1	0	
That was enough for Francis , who made the lead stand up for his first win since June 18 .	0	0	1	0	
Pinch-hitter Jeff Baker added an insurance run with a sacrifice fly in the eighth .	1	1	0	0	
The Rockies scored the go-ahead run when Omar Quintanilla drew a one - out walk off Cain in the fourth and scored on Tulowitzki 's triple to right-center .	0	1	0	0	
It was the second home run given up by Cain in his last two starts after the San Francisco righty had previously gone 13 straight outings without allowing one .	0	0	1	0	
San Francisco starter Matt Cain ( 8 - 10 ) had not lost in his previous four starts but ran into trouble early when Torrealba homered in the second after Stewart 's leadoff single .	1	1	1	0	
It was only the Giants ' second loss in their last nine games against teams within their own division .	0	0	1	0	
Randy Winn went 3 - for - 4 for San Francisco , which had its season-high five - game winning streak snapped .	1	0	1	0	
Only the Brewers , Cubs and Devil Rays have been better during that stretch .	0	0	1	0	
Tulowitzki had two hits and an RBI , and Ian Stewart and Garrett Atkins had two hits each for Colorado , which won its third straight and is 23 - 14 since the All-Star break .	1	0	1	0	
The Rockies ' left-hander , who has won his last four starts against San Francisco , worked out of bases-loaded jam with no outs in the third and benefited from a pair of double plays .	0	1	1	0	
Francis ( 4 - 8 ) was winless in his last five starts but maintained his recent domination of the Giants by allowing seven hits over seven innings and repeatedly pitching his way out of trouble after giving up two runs in the first inning .	1	1	1	0	
Colorado pulled within seven games of Arizona in the NL West with 29 games remaining , six of them against the Diamondbacks .	0	0	1	0	
The Rockies , who stormed into the postseason in 2007 by winning 14 of their final 15 games , are trying to make a late push once again after stumbling through the first three months of the season .	0	0	1	0	
Colorado is doing just that .	0	0	1	0	
Jeff Francis earned his first victory in more than two months , Yorvit Torrealba homered and Colorado won for the eighth time in 10 games , beating the San Francisco Giants 4 - 2 on Monday night .	1	1	1	0	
But the Rockies ' shortstop does n't mind a little daydreaming every now and then .	0	0	1	0	
SAN FRANCISCO ( AP ) -- Troy Tulowitzki does n't want his Colorado teammates to start thinking about the playoffs just yet .	0	0	1	0	
The Orioles resumed the game with no bench players because Alex Cintron replaced Huff at DH , Juan Castro took over for departed shortstop Brandon Fahey , and Montanez subbed for center fielder Adam Jones , who is on the disabled list .	0	0	1	0	
For instance , Baltimore was forced to play without Aubrey Huff , who was ejected in the 10th inning for arguing a play at first base .	0	0	1	0	
Both managers were allowed to insert newcomers into the lineup , but those removed from play were not allowed to return .	0	0	1	0	
Both rosters changed significantly since the day the game started .	0	0	1	0	
Back in April , Ramon Hernandez gave Baltimore the lead in the top of the 11th with a homer off Scott Linebrink , but Juan Uribe countered in the bottom half with a drive off George Sherrill .	0	0	1	0	
The White Sox went with Ramirez , who was in Kansas City 's minor league system when the game began .	0	0	1	0	
Lance Cormier , who started the 12th for the Orioles , was playing for Triple-A Norfolk in April .	0	1	1	0	
When play resumed Monday , the White Sox took the field as the home team to a smattering of cheers from Chicago fans in the small crowd .	0	1	0	0	
Neither Castillo nor Cherry was on Baltimore 's roster when the game began in April .	0	0	1	0	
Alberto Castillo ( 1 - 0 ) got the final out in the 13th to earn his first major league victory , and Cherry picked up his first big league save .	1	0	1	0	
After a single by Kevin Millar , a sacrifice and an intentional walk loaded the bases , Montanez greeted D. J. Carrasco with a soft single to center .	0	1	0	0	
Nick Markakis led off the 14th with a single off Horacio Ramirez ( 1 - 3 ) .	1	1	0	0	
The strategy paid off when pinch-hitter Jermaine Dye popped out .	0	1	0	0	
The White Sox loaded the bases with two outs in the 14th after Orioles manager Dave Trembley ordered an intentional walk to pinch-hitter Ken Griffey Jr. , even though it put the potential winning run in scoring position .   The guy 's going into the Hall of Fame , '' Trembley reasoned .	1	1	0	0	
After the Orioles scored in the 14th , Paul Konerko drew a leadoff walk from Rocky Cherry and A. J. Pierzynski struck out after trying to lay down a sacrifice .	0	1	0	0	
It was the Orioles ' final scheduled visit , so baseball officials ruled that the game would be completed in Baltimore .	0	0	1	0	
With the score 3-all in the finale of a four - game series in Chicago , play was stopped with the infield unplayable .	0	1	1	0	
Lou Montanez singled in the tiebreaking run in the top of the 14th , and the Baltimore Orioles beat Chicago 4 - 3 Monday night in the conclusion of a game suspended after 11 innings by rain on April 28 .	1	1	0	0	
Strange thing was , the White Sox were playing the role of the home team in Baltimore .	0	1	0	0	
BALTIMORE ( AP ) -- Down by a run in the 14th inning , Chicago manager Ozzie Guillen called for a bunt to put the tying run in scoring position .	0	1	0	0	
They are playing all but three games this month against winning teams .	0	0	1	0	
Maybe the schedule has something to do with the Pirates ' latest late-season slide , one that has left them eight losses from a major league record-tying 16th consecutive losing season .	0	0	1	0	
Since the Bay trade cost them their most productive offensive player , the Pirates have scored more than five runs only twice and have been held to three runs or fewer 15 times .	0	0	1	0	
The Pirates are 7 - 16 since trading left fielder Jason Bay to Boston on July 31 , a week after sending right fielder Xavier Nady to the Yankees .	0	0	1	0	
Chicago has won 15 of its last 19 against Pittsburgh .	0	0	1	0	
Lilly ( 13 - 7 ) struck out seven and walked one in the Cubs ' 11th victory in their last 12 road games .	1	0	1	0	
Ramirez 's three - run homer in the third was his 23rd and it put the Cubs ahead 5 - 0 .	1	1	1	0	
He did n't make it to the fourth inning this time , needing 35 pitches to get through the four - run third .	1	1	0	0	
In his first start after being traded by the Yankees to the Pirates last month , Karstens shut out the Cubs over six innings at Wrigley Field on Aug. 1 .	0	1	1	0	
He hit his second triple of the season and scored on Fukudome 's sacrifice fly in the second against Jeff Karstens ( 2 - 3 ) , who was pulled after allowing five runs and six hits over three innings .	1	0	1	0	
Edmonds added three extra-base hits , a triple and two doubles , after going 0 - for - 17 over his previous seven games .	1	1	1	0	
The left-hander gave up homers to Brandon Moss and Adam LaRoche but still dealt the Pirates their fifth consecutive loss and ninth in 11 games .	0	1	1	0	
The Cubs , winners of 23 of 31 , did n't need nearly that much offense to back Ted Lilly 's seven effective innings .	0	1	1	0	
He has six RBIs in five at-bats in two games following a pregame hitting session Sunday with Piniella , a .291 career hitter during his lengthy major league career .	0	0	1	0	
Fukudome , hitting .161 in August when the game began , drove in four runs with a sacrifice fly , a two - run single during a five - run fifth inning that made it 10 - 1 and an RBI double .	1	0	0	0	
The Cubs are 12 - 4 against the Pirates , who dropped into a tie with idle Cincinnati for the worst record in the NL Central .	0	0	1	0	
Two slumping hitters , Jim Edmonds and Fukudome , also had big games as the Cubs improved to 81 - 50 -- the first time they 've been 31 games above .500 since they ended the 1984 season 96 - 65 .	0	1	1	0	
What he liked most was that much of it came from his new prize pupil , Kosuke Fukudome .	0	1	0	0	
PITTSBURGH ( AP ) -- A day after cautioning his team that this is no time to sit around , Chicago Cubs manager Lou Piniella got plenty of production up and down his lineup .	0	0	1	0	
Napoli is 9 - for - 41 against Oakland pitching since the start of last season , and six of his hits have been home runs .	0	0	1	0	
Frank Thomas scored Oakland 's second run on a wild pitch in the fourth after drawing his second walk and advancing on a double by Jack Hannahan .	0	1	0	0	
Daric Barton homered in the third , giving the A 's a 1 - 0 lead .	1	1	0	0	
Jered Weaver ( 10 - 10 ) allowed two runs and three hits in seven innings and struck out eight .	1	0	0	0	
The rookie right-hander has allowed only two runs in 45 innings .	0	0	1	0	
Brad Ziegler followed Joey Devine out of the bullpen and pitched a hitless ninth for his fifth save in five chances .	1	1	1	0	
Last year , he was 0 - 8 with a 7.91 ERA over his final 13 starts after beating Baltimore in his big league debut .	0	0	1	0	
The 25-year-old left-hander , who made his first nine appearances this season in relief before going to Triple-A Sacramento , is 3 - 3 in seven outings since being inserted back into the rotation on July 22 .	0	0	1	0	
Braden ( 4 - 3 ) allowed a run and seven hits over seven innings without recording a strikeout or walk .	1	0	0	0	
The Angels ran themselves into another out in the third , when Figgins attempted to steal second and was thrown out for the 10th time in 35 attempts this season .	0	1	1	0	
Angels manager Mike Scioscia said Aybar 's hesitation rounding second base is what ultimately cost him .	0	1	0	0	
Angels base runners have gone from first to third on a single 90 times , a major league high .	0	0	1	0	
Erick Aybar singled after the pickoff , then tried to advance to third on Torii Hunter 's two - out single to left and was thrown out by Cust .	0	1	0	0	
It was the 26th pickoff by the Oakland staff , which leads the majors .	0	0	1	0	
Figgins led off with a single , but Braden recorded his fourth pickoff before throwing his next pitch .	1	1	0	0	
The Angels , 54 - 11 when they score first , sent four batters to the plate in the opening inning and three of them had hits -- but they still came up empty .	0	1	1	0	
Braden picked off Chone Figgins in the first inning , Suzuki threw out the Angels ' career base stealer in the third and Cust cut down a runner going from first to third -- the Angels ' specialty -- in a 2 - 1 victory over the AL West leaders on Monday night .	1	1	0	0	
ANAHEIM , Calif. ( AP ) -- Dallas Braden , batterymate Kurt Suzuki and left fielder Jack Cust made sure the Los Angeles Angels did n't run the Oakland Athletics out of the ballpark with their aggressive game .	0	1	0	0	
Right-hander Manuel Corpas , who has four saves in 11 tries , will handle the closing duties until Fuentes returns .	0	0	1	0	
Fuentes can stay on the bereavement list three to seven days but Hurdle is not putting a timetable on Fuentes ' return .	0	0	1	0	
Fuentes notched his 26th save against the Giants on Monday but left the team to be with his family .	1	0	1	0	
The Rockies needed the strong outing from their starter after placing closer Brian Fuentes on the bereavement list earlier Tuesday .	0	1	0	0	
Jason Grilli pitched three perfect innings to earn his first career save .	0	1	1	0	
He walked the first two batters he faced in the first inning against San Francisco and gave up two doubles and another walk in the second before settling down .	1	1	0	0	
In six games during August , including two relief appearances , De La Rosa is 2 - 1 with a 2.22 ERA .	0	0	1	0	
De La Rosa rebounded from a loss in his last start to complete what has been a stellar month .	0	0	1	0	
Rich Aurilia had three hits and scored both runs for the Giants , who had won five straight and eight of 10 before dropping the first two games of the series with Colorado .	1	1	1	0	
Tulowitzki 's sacrifice fly in the fifth made it 5 - 2 and the Rockies added two runs in the seventh off reliever Jack Taschner .	1	1	0	0	
After the game the Giants optioned the right-hander to Triple-A Fresno and recalled righty Osiris Matos .	0	0	1	0	
Palmer lasted only 4 1/3 innings and gave up five runs with six walks .	1	0	0	0	
Atkins and Ianetta delivered two - run singles in the inning when Colorado batted around to break the game open .	1	1	0	0	
The Rockies scored four runs in the third off Matt Palmer ( 0 - 2 ) , who was making his third career start .	1	0	1	0	
Brad Hawpe added two hits for Colorado , which handed San Francisco its second straight loss after a season-high five - game winning streak .	1	0	1	0	
The left-hander struggled with his command but got plenty of help from the defense and some timely hitting from his teammates .	0	1	0	0	
De La Rosa ( 7 - 7 ) allowed two runs and five hits to win for the fourth time in his last six decisions .	1	0	1	0	
It 's the closest the Rockies have been to the Diamondbacks since July 28 .	0	0	1	0	
The Rockies , who made an impressive late-season charge to win the NL West last season , pulled within six games of first-place Arizona and is only three games behind Los Angeles for second place .	0	0	1	0	
De La Rosa worked through his early problems and stuck around long enough to pitch six effective innings and help the Rockies beat the San Francisco Giants 7 - 2 on Tuesday night .	1	1	0	0	
SAN FRANCISCO ( AP ) -- Jorge De La Rosa was in trouble from the start , so much so that Colorado Rockies manager Clint Hurdle had to turn away .	0	1	0	0	
The Reds beat the Astros for just the second time in 10 meetings this season .	0	0	1	0	
Hanigan 's second homer of the season was only the third allowed by Geary in 58 innings this season .	0	0	1	0	
Pence then grounded into a double play , the Reds ' third of the game .	1	0	0	0	
Phillips then made a diving stop on Loretta 's grounder and flipped to Keppinger , the shortstop , for the force at second .	0	1	0	0	
Berkman blooped a single to left leading off the seventh .	1	1	0	0	
Jay Bruce then swung and missed at a curveball , striking out for the third time .	0	1	0	0	
Joey Votto singled to right , but Rodriguez fanned Edwin Encarnacion for his ninth strikeout , tying his career high .	0	1	1	0	
Rodriguez struck out Phillips looking leading off the seventh .	0	1	0	0	
Both advanced on David Newhan 's groundout and Loretta scored on Brad Ausmus ' groundout to tie the game 1 - 1 .	1	1	0	0	
Mark Loretta led off the Houston fifth with a single to left and Hunter Pence walked .	1	1	0	0	
Berkman struck out on a 3 - 2 pitch and Hanigan threw out Tejada trying to steal second for a double play .	1	1	0	0	
Miguel Tejada singled with one out in the Houston fourth .	1	0	0	0	
Berkman beat Phillips to the base , but Dickerson scored to put the Reds up 1 - 0 .	1	1	0	0	
With Houston 's infield in , Brandon Phillips hit a hard grounder to first that Berkman dived to stop .	1	0	0	0	
Jeff Keppinger lined Rodriguez 's next pitch into the left-field corner for a double .	1	0	0	0	
Chris Dickerson got the game 's first hit when he led off the fourth with a single up the middle .	0	1	0	0	
Rodriguez struck out four and Arroyo two .	1	0	0	0	
